epoch,loss,mean_absolute_error,mean_absolute_percentage_error,root_mean_squared_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_root_mean_squared_error
0,0.006284160073846579,0.054203081876039505,62.3720703125,0.07927269488573074,0.0031582911033183336,0.04212728515267372,56.59493637084961,0.05619867518544197
1,0.0020790232811123133,0.034196753054857254,42.6365852355957,0.04559630900621414,0.0016829668311402202,0.027346612885594368,33.32688522338867,0.04102397710084915
2,0.001709538046270609,0.030629944056272507,33.797054290771484,0.041346561163663864,0.0013039265759289265,0.022224951535463333,23.972299575805664,0.03610992431640625
3,0.0015380196273326874,0.028822625055909157,28.655302047729492,0.039217595010995865,0.0012070275843143463,0.020953187718987465,23.689111709594727,0.03474230319261551
4,0.00141037383582443,0.02739223651587963,32.69264602661133,0.037554945796728134,0.0011920779943466187,0.02112886682152748,22.925785064697266,0.034526482224464417
5,0.0013476245803758502,0.026619939133524895,30.436927795410156,0.03671000525355339,0.0010939995991066098,0.019567370414733887,21.3685245513916,0.033075664192438126
6,0.0012888896744698286,0.025850413367152214,31.305818557739258,0.035901110619306564,0.0011430673766881227,0.020984765142202377,22.338825225830078,0.03380927816033363
7,0.0012336656218394637,0.025293638929724693,32.0164909362793,0.03512357547879219,0.0012064027832821012,0.02214011363685131,27.51852798461914,0.03473331034183502
8,0.0011739660985767841,0.02451099082827568,25.315168380737305,0.034263189882040024,0.0011336879106238484,0.02056923881173134,22.948869705200195,0.03367028385400772
9,0.0011078186798840761,0.023669108748435974,24.27153205871582,0.033283911645412445,0.0010244955774396658,0.017874469980597496,22.82096290588379,0.032007742673158646
10,0.0010402792831882834,0.022816365584731102,28.016672134399414,0.032253362238407135,0.0009917579591274261,0.017458882182836533,19.205753326416016,0.031492188572883606
11,0.0009982732590287924,0.02220478467643261,23.5743350982666,0.03159546107053757,0.0010990242008119822,0.019955895841121674,21.270841598510742,0.0331515334546566
12,0.0009610677370801568,0.021716464310884476,22.668684005737305,0.031001092866063118,0.0010100218933075666,0.018041571602225304,21.471593856811523,0.03178084269165993
13,0.0009175418526865542,0.021096324548125267,24.6744384765625,0.030290953814983368,0.0011743269860744476,0.021721936762332916,26.087078094482422,0.03426845371723175
14,0.0009215689497068524,0.02104143612086773,23.067543029785156,0.030357353389263153,0.000989552354440093,0.017778590321540833,18.50836753845215,0.03145715221762657
15,0.0009103434276767075,0.020912926644086838,21.700302124023438,0.030171897262334824,0.0010392104741185904,0.01844567246735096,20.23267364501953,0.03223678842186928
16,0.0008949335315264761,0.02069040946662426,21.941871643066406,0.02991543896496296,0.000973671383690089,0.01711837761104107,19.94380760192871,0.031203707680106163
17,0.0008863111725077033,0.020557167008519173,25.01886749267578,0.029770977795124054,0.0010666226735338569,0.02011239156126976,24.871274948120117,0.03265918791294098
18,0.000873381388373673,0.02034759148955345,23.680694580078125,0.02955302596092224,0.00100752676371485,0.018403546884655952,27.01167106628418,0.031741563230752945
19,0.0008755392045713961,0.020299706608057022,21.556394577026367,0.029589511454105377,0.000958437449298799,0.016554463654756546,18.820636749267578,0.030958641320466995
