Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2011-09-30,49.96358692604138,50.87420441351354,49.873275618384554,49.918434143066406,1188100,0.0,0
2011-10-03,49.496981176412326,50.24955809146118,48.526162008700766,48.57884216308594,1016100,0.0,0
2011-10-04,48.04451183766116,49.19595650500307,47.788635563902204,49.09811782836914,1500000,0.0,0
2011-10-05,49.29378637277927,49.71522759449833,48.84976876299755,49.534610748291016,1010500,0.0,0
2011-10-06,49.436773903729325,50.73120697271702,49.35398999291926,50.70110321044922,849400,0.0,0
2011-10-07,50.87419236971234,50.87419236971234,49.9936788599092,50.06893539428711,1112700,0.0,0
2011-10-10,50.610794037186125,50.86666741458954,50.21192921846561,50.6258430480957,875300,0.0,0
2011-10-11,50.40760766340054,50.81399417197087,50.28719259293038,50.54307174682617,639200,0.0,0
2011-10-12,50.60327139698597,50.79894300735876,50.27966308593751,50.2796630859375,899700,0.0,0
2011-10-13,50.287186839634366,50.40760189632799,49.97863330484234,50.204402923583984,877000,0.0,0
2011-10-14,50.693582955331635,51.42358350317798,50.512966098059316,51.25048828125,1076200,0.0,0
2011-10-17,51.13760628879332,51.325750544074694,50.392556645557065,50.57317352294922,975800,0.0,0
2011-10-18,50.73873810459019,51.43110754123488,50.452760922073466,51.06987380981445,705200,0.0,0
2011-10-19,51.175225849907086,51.54398689908911,50.851617574423265,50.94192886352539,661100,0.0,0
2011-10-20,50.874206002180706,51.4612151660136,50.874206002180706,51.40853500366211,732100,0.0,0
2011-10-21,51.8224681067981,52.38690102482883,51.717107754769046,52.34926986694336,1261900,0.0,0
2011-10-24,51.09669073789597,51.90136700049802,51.09669073789597,51.468666076660156,1211400,0.6,0
2011-10-25,51.43070721203792,51.71917256232454,51.03596484892662,51.12705612182617,703800,0.0,0
2011-10-26,51.55976164186428,52.12910531491931,51.05114935060099,52.09873962402344,764300,0.0,0
2011-10-27,52.690859699150806,52.69844677780907,50.8689588634523,51.18778991699219,1641600,0.0,0
2011-10-28,51.49902586208142,51.65844717358606,50.04150757353108,50.27684020996094,1830700,0.0,0
