Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2011-09-30,20.34000015258789,20.34000015258789,19.260000228881836,19.3799991607666,8082100,0,0
2011-10-03,19.15999984741211,19.280000686645508,17.09000015258789,17.110000610351562,19182100,0,0
2011-10-04,17.3700008392334,17.969999313354492,16.829999923706055,17.940000534057617,9700000,0,0
2011-10-05,17.969999313354492,19.1200008392334,17.75,19.010000228881836,6360900,0,0
2011-10-06,18.75,19.59000015258789,18.6200008392334,19.520000457763672,3817000,0,0
2011-10-07,19.799999237060547,20.049999237060547,18.790000915527344,18.8799991607666,5637100,0,0
2011-10-10,19.219999313354492,19.479999542236328,19.0,19.31999969482422,3356200,0,0
2011-10-11,19.149999618530273,19.989999771118164,19.149999618530273,19.770000457763672,3323000,0,0
2011-10-12,19.8700008392334,20.559999465942383,19.81999969482422,20.200000762939453,5697600,0,0
2011-10-13,20.299999237060547,21.440000534057617,19.68000030517578,20.93000030517578,5847000,0,0
2011-10-14,21.010000228881836,21.200000762939453,20.299999237060547,20.780000686645508,3551900,0,0
2011-10-17,20.56999969482422,21.059999465942383,20.0,20.280000686645508,4514200,0,0
2011-10-18,20.219999313354492,20.860000610351562,20.100000381469727,20.520000457763672,3252200,0,0
2011-10-19,20.290000915527344,20.510000228881836,19.670000076293945,20.079999923706055,3395900,0,0
2011-10-20,20.010000228881836,20.719999313354492,19.84000015258789,20.719999313354492,4094700,0,0
2011-10-21,20.760000228881836,20.8700008392334,20.049999237060547,20.43000030517578,3814200,0,0
2011-10-24,20.5,21.25,20.309999465942383,21.079999923706055,3740100,0,0
2011-10-25,20.770000457763672,20.770000457763672,19.84000015258789,20.010000228881836,5795100,0,0
2011-10-26,20.420000076293945,20.600000381469727,19.75,20.34000015258789,3682600,0,0
2011-10-27,20.549999237060547,20.829999923706055,19.469999313354492,20.110000610351562,7296300,0,0
2011-10-28,19.969999313354492,20.010000228881836,19.299999237060547,19.399999618530273,4639400,0,0
2011-10-31,19.270000457763672,19.809999465942383,19.100000381469727,19.31999969482422,3825800,0,0
2011-11-01,18.860000610351562,19.170000076293945,18.489999771118164,18.899999618530273,3759400,0,0
2011-11-02,19.200000762939453,19.280000686645508,18.649999618530273,18.809999465942383,2819500,0,0
2011-11-03,19.010000228881836,19.1200008392334,18.31999969482422,18.850000381469727,3919000,0,0
2011-11-04,18.6299991607666,18.799999237060547,18.25,18.719999313354492,3416800,0,0
2011-11-07,18.610000610351562,18.8700008392334,18.350000381469727,18.739999771118164,3237400,0,0
2011-11-08,18.81999969482422,18.860000610351562,17.719999313354492,18.200000762939453,6841100,0,0
2011-11-09,17.760000228881836,18.06999969482422,17.670000076293945,17.850000381469727,5283100,0,0
2011-11-10,17.84000015258789,18.049999237060547,16.65999984741211,17.309999465942383,9344900,0,0
2011-11-11,17.5,18.06999969482422,17.440000534057617,18.020000457763672,5762300,0,0
2011-11-14,18.1200008392334,18.65999984741211,18.1200008392334,18.219999313354492,5578700,0,0
2011-11-15,18.260000228881836,18.309999465942383,17.649999618530273,17.899999618530273,7240700,0,0
2011-11-16,17.639999389648438,17.790000915527344,16.899999618530273,16.899999618530273,6027500,0,0
2011-11-17,16.989999771118164,17.1299991607666,16.270000457763672,16.549999237060547,5916500,0,0
2011-11-18,16.920000076293945,16.920000076293945,16.469999313354492,16.59000015258789,5677600,0,0
2011-11-21,16.3700008392334,16.40999984741211,16.020000457763672,16.190000534057617,7174600,0,0
2011-11-22,16.079999923706055,16.5,15.960000038146973,16.020000457763672,4051100,0,0
2011-11-23,15.90999984741211,15.979999542236328,15.510000228881836,15.529999732971191,4167600,0,0
2011-11-25,15.770000457763672,16.309999465942383,15.550000190734863,15.899999618530273,2680800,0,0
2011-11-28,16.75,16.860000610351562,16.290000915527344,16.579999923706055,4287300,0,0
2011-11-29,16.809999465942383,17.969999313354492,16.809999465942383,17.6299991607666,13842000,0,0
2011-11-30,17.600000381469727,18.059999465942383,17.229999542236328,17.969999313354492,9320200,0,0
2011-12-01,18.049999237060547,19.700000762939453,17.899999618530273,19.1200008392334,12322700,0,0
2011-12-02,19.229999542236328,19.8700008392334,18.90999984741211,19.260000228881836,9735200,0,0
2011-12-05,19.790000915527344,20.079999923706055,19.65999984741211,19.84000015258789,7201600,0,0
2011-12-06,19.719999313354492,20.299999237060547,19.34000015258789,20.1299991607666,8010100,0,0
2011-12-07,20.010000228881836,20.850000381469727,19.989999771118164,20.690000534057617,5804500,0,0
2011-12-08,20.350000381469727,20.440000534057617,19.540000915527344,19.709999084472656,6286600,0,0
2011-12-09,19.809999465942383,20.719999313354492,19.809999465942383,20.6200008392334,5288000,0,0
2011-12-12,20.43000030517578,20.979999542236328,20.239999771118164,20.780000686645508,11580400,0,0
2011-12-13,20.889999389648438,20.989999771118164,19.3700008392334,19.559999465942383,9123900,0,0
2011-12-14,19.889999389648438,20.149999618530273,19.600000381469727,19.829999923706055,4490500,0,0
2011-12-15,19.8799991607666,20.8799991607666,19.8799991607666,20.639999389648438,4639500,0,0
2011-12-16,20.899999618530273,21.450000762939453,20.790000915527344,21.239999771118164,9653600,0,0
2011-12-19,21.329999923706055,21.389999389648438,20.170000076293945,20.299999237060547,4411000,0,0
2011-12-20,20.670000076293945,20.899999618530273,20.469999313354492,20.670000076293945,2820600,0,0
2011-12-21,20.549999237060547,20.979999542236328,20.190000534057617,20.299999237060547,4022800,0,0
2011-12-22,20.329999923706055,20.479999542236328,20.010000228881836,20.260000228881836,2761100,0,0
2011-12-23,19.979999542236328,20.0,18.399999618530273,19.850000381469727,10873800,0,0
2011-12-27,19.8700008392334,20.030000686645508,18.770000457763672,19.200000762939453,5438800,0,0
2011-12-28,19.200000762939453,19.290000915527344,18.719999313354492,18.950000762939453,3199700,0,0
2011-12-29,18.989999771118164,19.18000030517578,18.709999084472656,18.84000015258789,3153400,0,0
2011-12-30,18.75,18.940000534057617,18.610000610351562,18.8700008392334,2040800,0,0
2012-01-03,19.229999542236328,19.270000457763672,18.739999771118164,18.899999618530273,3910000,0,0
2012-01-04,18.899999618530273,19.200000762939453,18.440000534057617,18.520000457763672,5809200,0,0
2012-01-05,18.450000762939453,18.59000015258789,17.670000076293945,18.389999389648438,8124800,0,0
2012-01-06,18.5,18.549999237060547,18.170000076293945,18.209999084472656,3904500,0,0
2012-01-09,18.350000381469727,18.350000381469727,17.850000381469727,17.93000030517578,5323200,0,0
2012-01-10,18.049999237060547,18.049999237060547,17.25,17.479999542236328,10101500,0,0
2012-01-11,17.309999465942383,18.079999923706055,17.309999465942383,18.010000228881836,6207000,0,0
2012-01-12,18.0,18.889999389648438,17.65999984741211,18.530000686645508,9987700,0,0
2012-01-13,18.450000762939453,18.700000762939453,18.280000686645508,18.43000030517578,5281300,0,0
2012-01-17,18.530000686645508,18.600000381469727,18.139999389648438,18.229999542236328,4511100,0,0
2012-01-18,18.18000030517578,18.549999237060547,17.760000228881836,18.25,5308900,0,0
2012-01-19,18.350000381469727,19.280000686645508,18.34000015258789,19.149999618530273,6179500,0,0
2012-01-20,19.040000915527344,19.579999923706055,18.959999084472656,19.329999923706055,4626500,0,0
2012-01-23,19.260000228881836,19.5,18.920000076293945,18.940000534057617,4493100,0,0
2012-01-24,18.799999237060547,19.68000030517578,18.709999084472656,19.399999618530273,5801400,0,0
2012-01-25,20.190000534057617,20.860000610351562,20.190000534057617,20.40999984741211,12420900,0,0
2012-01-26,21.329999923706055,22.440000534057617,21.299999237060547,21.700000762939453,14024400,0,0
2012-01-27,21.579999923706055,23.399999618530273,21.559999465942383,23.09000015258789,13232300,0,0
2012-01-30,22.399999618530273,23.479999542236328,22.360000610351562,22.989999771118164,8221800,0,0
2012-01-31,22.84000015258789,23.18000030517578,22.459999084472656,23.100000381469727,7322800,0,0
2012-02-01,23.149999618530273,23.399999618530273,22.950000762939453,23.209999084472656,5262500,0,0
2012-02-02,23.270000457763672,24.190000534057617,23.209999084472656,24.09000015258789,7057400,0,0
2012-02-03,24.299999237060547,25.84000015258789,24.239999771118164,24.969999313354492,9877000,0,0
2012-02-06,24.6299991607666,24.780000686645508,23.850000381469727,24.229999542236328,4857200,0,0
2012-02-07,24.239999771118164,24.68000030517578,23.950000762939453,24.260000228881836,5187300,0,0
2012-02-08,23.90999984741211,24.270000457763672,23.260000228881836,23.8799991607666,8572500,0,0
2012-02-09,23.889999389648438,24.200000762939453,23.5,24.0,3892600,0,0
2012-02-10,23.700000762939453,24.020000457763672,23.440000534057617,23.75,2765500,0,0
2012-02-13,23.90999984741211,24.049999237060547,23.6200008392334,23.969999313354492,3287800,0,0
2012-02-14,23.790000915527344,23.950000762939453,23.100000381469727,23.56999969482422,4615500,0,0
2012-02-15,23.649999618530273,23.799999237060547,23.020000457763672,23.15999984741211,4502500,0,0
2012-02-16,23.200000762939453,23.75,22.700000762939453,23.68000030517578,5435000,0,0
2012-02-17,23.639999389648438,23.979999542236328,23.219999313354492,23.3700008392334,3685700,0,0
2012-02-21,23.100000381469727,23.110000610351562,20.670000076293945,21.239999771118164,11698100,0,0
2012-02-22,21.200000762939453,21.709999084472656,20.860000610351562,20.940000534057617,8776000,0,0
2012-02-23,20.81999969482422,21.09000015258789,19.979999542236328,20.639999389648438,8940200,0,0
2012-02-24,20.729999542236328,21.170000076293945,20.360000610351562,20.40999984741211,5592800,0,0
2012-02-27,20.469999313354492,20.6299991607666,19.969999313354492,20.06999969482422,7256900,0,0
2012-02-28,20.010000228881836,20.690000534057617,19.959999084472656,20.579999923706055,7254800,0,0
2012-02-29,20.510000228881836,21.059999465942383,20.3700008392334,20.649999618530273,5667800,0,0
2012-03-01,20.6200008392334,21.030000686645508,20.280000686645508,20.40999984741211,7604300,0,0
2012-03-02,20.489999771118164,21.59000015258789,20.270000457763672,20.940000534057617,5125800,0,0
2012-03-05,20.770000457763672,21.0,20.25,20.469999313354492,5591500,0,0
2012-03-06,20.34000015258789,20.950000762939453,19.690000534057617,19.8799991607666,6566100,0,0
2012-03-07,20.040000915527344,20.489999771118164,19.75,19.790000915527344,6174600,0,0
2012-03-08,19.3700008392334,19.989999771118164,19.34000015258789,19.959999084472656,6753900,0,0
2012-03-09,20.049999237060547,20.239999771118164,19.770000457763672,19.81999969482422,5479000,0,0
2012-03-12,19.68000030517578,20.170000076293945,19.43000030517578,19.6200008392334,5569900,0,0
2012-03-13,19.770000457763672,20.0,19.459999084472656,19.829999923706055,6968200,0,0
2012-03-14,19.729999542236328,19.809999465942383,19.1299991607666,19.420000076293945,6862600,0,0
2012-03-15,19.59000015258789,20.829999923706055,19.450000762939453,20.389999389648438,11017200,0,0
2012-03-16,20.40999984741211,20.489999771118164,19.729999542236328,19.950000762939453,8719600,0,0
2012-03-19,19.93000030517578,20.6200008392334,19.90999984741211,20.6200008392334,5692700,0,0
2012-03-20,20.6299991607666,21.170000076293945,20.239999771118164,21.020000457763672,9042900,0,0
2012-03-21,20.979999542236328,21.030000686645508,20.540000915527344,20.559999465942383,5603600,0,0
2012-03-22,20.809999465942383,21.049999237060547,19.860000610351562,19.940000534057617,9399200,0,0
2012-03-23,20.0,20.559999465942383,19.8799991607666,20.549999237060547,4698800,0,0
2012-03-26,20.65999984741211,21.030000686645508,20.479999542236328,20.969999313354492,7071200,0,0
2012-03-27,20.940000534057617,21.100000381469727,20.729999542236328,20.93000030517578,4209300,0,0
2012-03-28,21.09000015258789,22.190000534057617,21.010000228881836,21.889999389648438,13789500,0,0
2012-03-29,21.68000030517578,22.540000915527344,21.399999618530273,22.34000015258789,8386600,0,0
2012-03-30,21.950000762939453,22.110000610351562,21.450000762939453,21.5,8732400,0,0
2012-04-02,21.510000228881836,21.739999771118164,21.200000762939453,21.489999771118164,4590100,0,0
2012-04-03,21.479999542236328,22.350000381469727,21.479999542236328,22.010000228881836,5546800,0,0
2012-04-04,21.5,22.030000686645508,21.309999465942383,21.43000030517578,6415700,0,0
2012-04-05,21.309999465942383,21.739999771118164,21.219999313354492,21.399999618530273,3482000,0,0
2012-04-09,21.209999084472656,21.489999771118164,20.90999984741211,21.079999923706055,4792500,0,0
2012-04-10,21.270000457763672,21.3799991607666,20.549999237060547,20.579999923706055,5899500,0,0
2012-04-11,20.889999389648438,21.239999771118164,20.75,21.040000915527344,4156200,0,0
2012-04-12,21.15999984741211,21.770000457763672,21.15999984741211,21.520000457763672,6393000,0,0
2012-04-13,21.440000534057617,21.6299991607666,21.09000015258789,21.440000534057617,4972900,0,0
2012-04-16,21.56999969482422,22.540000915527344,21.530000686645508,22.299999237060547,6820200,0,0
2012-04-17,22.219999313354492,22.770000457763672,22.209999084472656,22.670000076293945,5160600,0,0
2012-04-18,22.920000076293945,23.260000228881836,22.520000457763672,22.700000762939453,6355800,0,0
2012-04-19,22.790000915527344,23.770000457763672,22.639999389648438,23.34000015258789,7320900,0,0
2012-04-20,23.260000228881836,23.649999618530273,22.799999237060547,22.90999984741211,5273600,0,0
2012-04-23,22.760000228881836,23.309999465942383,22.5,22.850000381469727,4408400,0,0
2012-04-24,22.760000228881836,23.3799991607666,22.75,22.81999969482422,3550300,0,0
2012-04-25,23.079999923706055,23.579999923706055,22.56999969482422,22.969999313354492,8364600,0,0
2012-04-26,23.15999984741211,23.15999984741211,21.829999923706055,22.1200008392334,7828400,0,0
2012-04-27,22.079999923706055,22.25,21.450000762939453,22.170000076293945,4998800,0,0
2012-04-30,22.1299991607666,22.329999923706055,21.739999771118164,21.920000076293945,4340500,0,0
2012-05-01,21.959999084472656,22.209999084472656,21.829999923706055,21.90999984741211,4112600,0,0
2012-05-02,21.959999084472656,21.969999313354492,21.450000762939453,21.65999984741211,2919400,0,0
2012-05-03,21.68000030517578,22.100000381469727,21.549999237060547,21.56999969482422,5631500,0,0
2012-05-04,21.790000915527344,22.479999542236328,21.780000686645508,22.280000686645508,5338600,0,0
