Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2011-09-30,15.470339352426299,15.470339352426299,14.540935765015588,14.583182334899902,16748700,0.0,0
2011-10-03,14.4564421049837,14.971837231781175,14.38039991042414,14.4310941696167,13239000,0.0,0
2011-10-04,14.12692387389347,15.107021374557252,14.084678931027776,14.988734245300293,13900000,0.0,0
2011-10-05,14.95494036901466,16.433536104477746,14.904244497774647,16.18851089477539,18746200,0.0,0
2011-10-06,16.26455303057373,16.467331680167334,16.036426445452875,16.416637420654297,8847400,0.0,0
2011-10-07,16.46733126457236,16.7799493486862,15.977282470870072,16.095569610595703,8299300,0.0,0
2011-10-10,16.45042874385685,16.80529169050056,16.34059094178331,16.62786102294922,5279400,0.0,0
2011-10-11,16.68701458710347,17.53192671809605,16.653217328323606,17.04187774658203,9885700,0.0,0
2011-10-12,17.286901519543278,17.405190314366997,16.81375117487442,16.889793395996094,11021800,0.0,0
2011-10-13,16.796846521167783,17.27844761939177,16.72925363902885,17.26154899597168,9582600,0.0,0
2011-10-14,18.1233655420937,18.300796313004376,17.515027786875446,18.216304779052734,11828300,0.0,0
2011-10-17,17.962826981349053,18.005071931247876,17.109465778752227,17.236202239990234,9437200,0.0,0
2011-10-18,17.202401091692817,18.680996426073932,16.76304666270687,18.089557647705078,22393100,0.0,0
2011-10-19,18.571168252446846,18.748600637957125,16.957386211174374,17.04187774658203,23326000,0.0,0
2011-10-20,17.024977484817676,17.53192503711491,16.687012987133468,17.37139129638672,16673800,0.0,0
2011-10-21,17.71780157090435,18.005071739472886,17.320693566843854,17.844539642333984,13937700,0.0,0
2011-10-24,17.962828166395802,19.11190892871635,17.93748022785933,19.0020694732666,10947400,0.0,0
2011-10-25,18.98517664745962,19.872335428759424,18.604967122510107,19.238651275634766,16261400,0.0,0
2011-10-26,19.796293363925844,19.855436960856117,18.816195327972913,19.644208908081055,11479800,0.0,0
2011-10-27,20.5398065885336,21.63819295865448,20.14269859984074,20.624298095703125,16846600,0.0,0
2011-10-28,20.691889683175518,21.198837082900543,20.531355990761966,20.962261199951172,8532900,0.0,0
2011-10-31,20.810181209271693,21.224189494663122,20.539809635454866,20.67499542236328,9293300,0.0,0
2011-11-01,19.821628888680063,20.09200200247321,19.221742319501367,19.669546127319336,15385100,0.0,0
2011-11-02,20.04131354572993,20.04131354572993,19.424528126770802,19.889230728149414,9844800,0.0,0
