Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2011-09-30,26.79485571063952,27.214837754012596,26.386328150452158,26.405418395996094,1416345,0.0,0.0
2011-10-03,26.122881316183914,26.649767314586445,25.130195409366205,25.134014129638672,2350736,0.0,0.0
2011-10-04,24.717848818346944,25.771620727789067,24.362771675712775,25.664716720581055,2775963,0.0,0.0
2011-10-05,25.779261700769588,26.596316746631242,25.49672676420441,26.481775283813477,2264492,0.0,0.0
2011-10-06,26.462689358911422,27.44391925591712,26.023617066239886,27.26447296142578,1449090,0.0,0.0
2011-10-07,27.371373498312664,27.650088027308247,26.78339971523157,27.11556625366211,1206269,0.0,0.0
2011-10-10,27.734085025580658,28.34114734164984,27.63481509392927,28.333513259887695,1330101,0.0,0.0
2011-10-11,28.00898352171539,28.56259556377166,28.00898352171539,28.344968795776367,828546,0.0,0.0
2011-10-12,28.661858794913798,29.219287747718514,28.490046637912407,28.791671752929688,1028245,0.0,0.0
2011-10-13,28.50913743412943,28.761129274369306,28.1960595126372,28.593135833740234,646141,0.0,0.0
2011-10-14,28.222790528260816,29.391103952721757,28.222790528260816,29.387285232543945,789574,0.0,0.0
2011-10-17,29.184931848610674,29.184931848610674,28.36023937486544,28.451871871948242,1421649,0.0,0.0
2011-10-18,28.360236391130794,29.509459524880047,27.997525161378533,29.356740951538086,1363999,0.0,0.0
2011-10-19,29.181110595539916,29.23456260098298,28.245698820989876,28.364055633544922,1402740,0.0,0.0
2011-10-20,28.581682312784014,28.910031784897527,27.99752561568456,28.46332550048828,2098691,0.0,0.0
2011-10-21,29.036030956836896,29.036030956836896,28.638957890399833,28.978763580322266,1819665,0.0,0.0
2011-10-24,29.135300901336585,29.89126990269561,29.066577362647607,29.8607234954834,1259307,0.0,0.0
2011-10-25,29.666006742387175,30.040170856405847,28.944399484603707,28.986398696899414,1265072,0.0,0.0
2011-10-26,29.2994727933472,30.021076596038686,28.826038793193618,29.799631118774414,1339094,0.0,0.0
2011-10-27,31.097768282859334,32.19353640838311,30.731238214402282,31.746829986572266,1914672,0.0,0.0
2011-10-28,31.338301835745575,31.701013196076794,31.21994498276097,31.468114852905273,1260690,0.0,0.0
2011-10-31,30.80378248692073,31.177946663621647,30.11653688457729,30.1203556060791,1288362,0.0,0.0
2011-11-01,28.856578688059148,30.666319436308147,28.638951954908265,29.914169311523438,2407233,0.0,0.0
2011-11-02,29.666010614933132,31.07486018524357,29.66219189357257,30.94886589050293,1823354,0.0,0.0
2011-11-03,31.361204829035312,32.12099253883722,30.70832450485772,31.99881362915039,1692373,0.0,0.0
2011-11-04,31.76973797775553,31.9988175841941,31.124491656560267,31.880460739135742,1217799,0.0,0.0
2011-11-07,31.727733695136763,32.182077472907416,31.54064997529201,32.109535217285156,1190127,0.0,0.0
2011-11-08,32.20499542711824,32.395897920777266,31.66665308187516,32.235538482666016,923784,0.0,0.0
2011-11-09,31.185579701299773,31.34975447533895,30.345615584885675,30.555604934692383,1485295,0.0,0.0
2011-11-10,31.170301328412986,31.540646649937386,30.67013967424846,31.288658142089844,1203271,0.0,0.0
2011-11-11,31.868992931244644,32.1553465329055,31.548280927695558,31.857540130615234,1320185,0.0,0.0
2011-11-14,31.781189543002984,31.865184611749168,31.26575625037749,31.41465950012207,1240859,0.0,0.0
2011-11-15,31.33065533070047,31.597915343255586,30.929763632571458,31.433740615844727,998498,0.0,0.0
2011-11-16,30.987029614706987,31.66663402246905,30.834307711699513,30.967939376831055,1168911,0.0,0.0
2011-11-17,30.941219374558823,31.0519421099828,29.91035299076223,30.101255416870117,1031704,0.0,0.0
2011-11-18,30.376150996017376,30.883946715683837,30.12798121618713,30.62813949584961,1325950,0.0,0.0
