Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2011-09-30,13.108152413263104,13.108152413263104,12.604709860981629,12.623356819152832,5409525,0.0,0.0
2011-10-03,12.502159211215625,12.772526588765452,11.868194170025234,11.877516746520996,4359574,0.0,0.0
2011-10-04,11.644437683293884,12.306372046405295,11.31813314480436,12.297048568725586,7424100,0.0,0.0
2011-10-05,12.380955078039982,13.005596375484108,12.101265241766153,12.884397506713867,5229007,0.0,0.0
2011-10-06,12.893720379419442,13.378517674237834,12.72590683543934,13.341224670410156,3745306,0.0,0.0
2011-10-07,13.481069156984757,13.59294454045041,12.921688622751791,13.16408634185791,4874583,0.0,0.0
2011-10-10,13.490398398361078,13.97519588470459,13.425137650389686,13.97519588470459,4028134,0.0,0.0
2011-10-11,13.826026523141502,14.226916300119942,13.75144229447327,13.97519588470459,3206906,0.0,0.0
2011-10-12,14.170975120943657,14.599833440537655,13.94722338665508,14.2548828125,5814392,0.0,0.0
2011-10-13,14.16165333268717,14.571866526072474,13.835347835516645,14.143007278442383,6629315,0.0,0.0
2011-10-14,14.357434881883231,14.515926777765104,13.956545211522693,14.273528099060059,4409204,0.0,0.0
2011-10-17,14.198750226118278,14.282876814570127,13.58181949321771,13.619209289550781,3807851,0.039331,0.0
2011-10-18,13.591165150703803,15.18957550684533,13.422911094996019,14.881110191345215,10494321,0.0,0.0
2011-10-19,15.236314575302602,15.292398359013893,14.460476812695575,14.544604301452637,9289583,0.0,0.0
2011-10-20,14.497866049124251,15.161533499020788,13.899631188701616,15.040017127990723,9263039,0.0,0.0
2011-10-21,15.198922652013618,15.993453386865562,15.18957475164157,15.638251304626465,9753132,0.0,0.0
2011-10-24,15.713034388952773,16.124322152048904,15.58217100729005,15.909330368041992,5485495,0.0,0.0
2011-10-25,15.582169258581008,15.750422418006622,14.909152994498413,14.94654369354248,7950194,0.0,0.0
2011-10-26,15.255010433391293,15.507390210780185,14.890461261655,15.404569625854492,5119985,0.0,0.0
2011-10-27,15.918674331896165,16.273876425774617,15.413913079923645,16.068233489990234,6028369,0.0,0.0
2011-10-28,15.909325600566396,16.06823173539183,15.57281753160032,15.937368392944336,5501868,0.0,0.0
2011-10-31,15.67564122822489,15.862590171330087,15.451302496498656,15.460649490356445,3727508,0.0,0.0
2011-11-01,14.983933736393277,15.283052099082212,14.591341791959154,14.75959587097168,6137493,0.0,0.0
2011-11-02,15.0493637219877,15.582167759842243,14.899804566576607,15.432608604431152,4645554,0.0,0.0
2011-11-03,15.610211868412396,16.04019175661818,15.133491567125018,15.95606517791748,6567786,0.0,0.0
2011-11-04,15.769117110919307,16.161709042548235,15.70368633110792,16.049541473388672,4578737,0.0,0.0
2011-11-07,16.114964333550745,16.498209081603626,15.909321473567223,16.348649978637695,6147358,0.0,0.0
2011-11-08,16.47952233598629,16.974936628785017,16.414089746411914,16.85342025756836,7334197,0.0,0.0
2011-11-09,16.34865329638301,16.516908227959448,15.703681800440487,15.834545135498047,6878683,0.0,0.0
2011-11-10,16.040193933693295,16.629081877715784,16.002804136619314,16.535608291625977,7165579,0.0,0.0
2011-11-11,16.647784707671963,17.002987023163474,16.460835643415628,16.928207397460938,5524039,0.0,0.0
2011-11-14,16.816031602683843,16.93754799522121,16.56365182122709,16.750600814819336,3351320,0.0,0.0
2011-11-15,16.591690649232024,17.012325330759225,16.44213149018325,16.862764358520508,4063118,0.0,0.0
2011-11-16,16.638426210346328,17.591863059427396,16.54495264940537,17.171228408813477,7705809,0.0,0.0
2011-11-17,17.19927433310934,17.404917292525965,16.666472037657623,16.937545776367188,6000707,0.0,0.0
2011-11-18,16.844073733527143,16.96559012122023,16.367355178764196,16.51691436767578,6972552,0.0,0.0
2011-11-21,16.227144286308306,16.367356490447122,15.993458488203908,16.189754486083984,5389185,0.0,0.0
2011-11-22,15.610210872540422,16.21779268727854,15.50738668461484,15.97475814819336,15513521,0.0,0.0
2011-11-23,15.759766955130106,15.797156741748307,15.34848111551968,15.367175102233887,10460964,0.0,0.0
2011-11-25,15.255005742379284,15.722377168511905,15.24565874902218,15.367175102233887,2401849,0.0,0.0
2011-11-28,15.815856999172977,16.06823677008388,15.563475415071773,15.69433879852295,8584700,0.0,0.0
2011-11-29,15.825203778888081,16.161710135503732,15.591518003153757,15.909330368041992,6193022,0.0,0.0
2011-11-30,16.73189983195234,17.26470384554109,16.358003773643066,17.208620071411133,8534867,0.0,0.0
2011-12-01,17.124495446573665,17.470350600273854,16.937546469818127,17.246013641357422,5579465,0.0,0.0
2011-12-02,17.44230578780061,17.67599150419009,17.161881477581385,17.208620071411133,5469833,0.0,0.0
2011-12-05,17.563826044889417,18.096630176851075,17.4610036540857,18.0218505859375,9273515,0.0,0.0
2011-12-06,18.00315186154024,18.320964164779326,17.8442457099207,18.01249885559082,7834561,0.0,0.0
2011-12-07,17.919025922932033,18.498566772429097,17.919025922932033,18.320964813232422,9182188,0.0,0.0
2011-12-08,18.17141402197738,18.227499640484556,17.666652521366895,17.77882194519043,5941009,0.0,0.0
2011-12-09,17.890984950825032,18.40509326569255,17.806858366434554,18.358356475830078,5169411,0.0,0.0
2011-12-12,18.04054336302629,18.320965903485952,17.788163620569623,18.255535125732422,5784798,0.0,0.0
2011-12-13,18.367700514089375,18.489218686634434,17.414263626907232,17.498390197753906,6350657,0.0,0.0
2011-12-14,17.36752825579577,17.461001828067445,17.02167313728652,17.040367126464844,4914958,0.0,0.0
2011-12-15,17.28340447794391,17.545133088627225,17.16188807628143,17.199277877807617,5498004,0.0,0.0
2011-12-16,17.330134236566188,17.71338090641692,17.302093256705465,17.54512596130371,6061930,0.0,0.0
2011-12-19,17.70403820985489,17.900334202573355,17.246015435638743,17.302099227905273,6394286,0.0,0.0
2011-12-20,17.694685275748338,18.451826189829006,17.694685275748338,18.395742416381836,5946908,0.0,0.0
2011-12-21,18.489219397879662,18.750946114317472,18.134015486789874,18.676166534423828,7326875,0.0,0.0
2011-12-22,18.81638503632742,18.872468833538566,18.26488680879051,18.302276611328125,4165530,0.0,0.0
2011-12-23,18.489226779283594,18.489226779283594,17.825557289475032,18.105979919433594,4021523,0.0,0.0
2011-12-27,18.068587309673408,18.20879768222155,17.98445891031627,18.040544509887695,2531211,0.0,0.0
2011-12-28,18.04054483584029,18.162061219520293,17.601216092814074,17.741426467895508,2186855,0.0,0.0
2011-12-29,17.853591325090736,18.582691255334133,17.853591325090736,18.563997268676758,3671777,0.0,0.0
2011-12-30,18.535959381881053,18.676169758493714,18.367704391479492,18.367704391479492,1919384,0.0,0.0
2012-01-03,18.76029609795042,19.255710440392356,18.582695927294978,18.592042922973633,5370370,0.0,0.0
2012-01-04,18.564001616323566,18.947244751262414,18.28357724526997,18.89116096496582,3821276,0.0,0.0
2012-01-05,18.70421135827486,19.461352420307215,18.34900922186053,19.414615631103516,6371912,0.0,0.0
2012-01-06,19.35852932999784,19.564172263673665,19.0594110168767,19.068758010864258,4943027,0.0,0.0
2012-01-09,19.23701463062475,19.4800473744382,19.171582040678793,19.330488204956055,4459342,0.0,0.0
2012-01-10,19.573518839299904,20.08762702147163,19.28374755320277,19.405263900756836,9201511,0.0,0.0
2012-01-11,19.638947549128858,21.05975741269332,19.601557768161648,20.79802894592285,15210557,0.0,0.0
2012-01-12,20.227843634517924,20.984986560039296,20.115674245063264,20.73260498046875,9616040,0.0,0.0
2012-01-13,20.433478200292196,20.72324761820531,20.125012986893747,20.573688507080078,5065982,0.0,0.0
2012-01-17,20.891508488176164,20.95694107694709,20.050240894731576,20.592391967773438,7451457,0.0,0.0
2012-01-18,20.536304505905854,21.60191256582074,20.4147881472329,21.49909019470215,9325178,0.0,0.0
2012-01-19,21.284099580202103,21.499089496040003,21.031718064090864,21.17192840576172,8332179,0.0,0.0
2012-01-20,21.143891009431847,21.25606038969619,20.470874727845768,20.62043571472168,6990756,0.0,0.0
2012-01-23,20.76064343668319,20.984982168646575,20.237186395435288,20.33066177368164,6863835,0.0,0.0
2012-01-24,20.143717798426927,20.9475975462951,20.01285441243504,20.910207748413086,7895276,0.0,0.0
2012-01-25,20.93830003183656,21.621883876818217,20.69483009616857,21.350322723388672,7795915,0.039331,0.0
2012-01-26,21.50951371053183,21.64061332677789,20.666739026444766,20.722923278808594,6263805,0.0,0.0
2012-01-27,20.610548714792497,21.088121119106805,20.376444381332004,20.86338233947754,6585685,0.0,0.0
2012-01-30,20.582455665565774,20.807196261407917,20.404537389519174,20.732284545898438,3920027,0.0,0.0
2012-01-31,21.078760201284844,21.303500827414137,19.973788180806384,20.123615264892578,6454289,0.0,0.0
2012-02-01,20.357720244840518,20.591824616689863,20.123615872991177,20.441997528076172,5060897,0.0,0.0
2012-02-02,20.516908320226587,20.6573716510696,20.12361317359171,20.357717514038086,4063220,0.0,0.0
2012-02-03,20.86338225444721,21.97771785997237,20.825925488588673,21.855985641479492,8059623,0.0,0.0
2012-02-06,21.60315477329782,21.809166103577482,21.031939475206347,21.247316360473633,5350946,0.0,0.0
2012-02-07,21.144309744286748,21.69679574772203,21.069396203166225,21.312864303588867,5188429,0.0,0.0
2012-02-08,21.3503186074372,21.921533838376245,21.125579826478972,21.884077072143555,6279365,0.0,0.0
2012-02-09,22.033903205691445,22.305464295289962,21.58442202989893,22.23055076599121,6377912,0.0,0.0
2012-02-10,21.73424914020355,22.127544261738752,21.6874286383899,21.865346908569336,6423779,0.0,0.0
2012-02-13,22.080723236117283,22.56765934972849,21.95898920771448,22.436561584472656,6685656,0.0,0.0
2012-02-14,22.342925415511235,22.548936753024122,22.005814467949808,22.286739349365234,5781950,0.0,0.0
2012-02-15,22.4178367576794,22.801768178363112,21.987083014326537,22.06199836730957,7778321,0.0,0.0
2012-02-16,22.07136256817575,22.38038045879555,21.631245077633587,21.92153549194336,5980570,0.0,0.0
2012-02-17,21.874713897705078,22.09009076319588,21.66870258634193,21.874713897705078,4052135,0.0,0.0
2012-02-21,21.893434558561708,22.090083887464296,20.938290016998593,21.09748077392578,5825986,0.0,0.0
2012-02-22,21.134942210316275,21.35031724003187,20.610547516644065,20.685461044311523,6737218,0.0,0.0
2012-02-23,20.694824520691594,21.387773734675097,20.638640283867044,21.219219207763672,5287180,0.0,0.0
2012-02-24,21.3596959785804,21.546978096919812,20.77911668898704,20.957035064697266,4223194,0.0,0.0
2012-02-27,20.732285087030167,21.68742991963257,20.722919532963868,21.48141860961914,4995301,0.0,0.0
